Country,Year,VALUE
Bolivia (Plurinational State of),2019,0.0085679630751636
Barbados,2019,0.0
Bhutan,2019,0.0
Switzerland,2019,0.151558888089383
Chile,2019,0.984490677654624
Cameroon,2019,1.60353829153385
Colombia,2019,1.41460329444276
Costa Rica,2019,1.82016254051487
Cyprus,2019,1.08807881421171
Czechia,2019,1.15586399649451
Germany,2019,4.9629492264145
Dominica,2019,0.0
Denmark,2019,0.791109511311877
Algeria,2019,0.224046696320594
Ecuador,2019,0.605535581371684
Spain,2019,0.168651416263971
Estonia,2019,2.78861926792715
Finland,2019,0.235432223680896
France,2019,0.349919204416394
United Kingdom (Northern Ireland),2019,0.0
United Kingdom (Scotland),2019,0.164735599363022
Georgia,2019,1.92271096979039
Greece,2019,1.77262361029224
Grenada,2019,0.0
Guatemala,2019,3.6073849660039
Guyana,2019,0.371441129676289
Honduras,2019,0.211190406404259
Croatia,2019,0.978342384463722
Hungary,2019,3.9609649463302
Iraq (Central Iraq),2019,0.332556131837722
Israel,2019,1.05111490949901
Italy,2019,0.765007416580598
Jamaica,2019,0.0708398166523865
Jordan,2019,1.43367274676659
Kenya,2019,0.0839797372518149
Kyrgyzstan,2019,1.6784633898647
Saint Kitts and Nevis,2019,0.0
Lithuania,2019,2.71908489913268
Luxembourg,2019,0.161247929979699
Latvia,2019,5.38066086008036
"China, Macao Special Administrative Region",2019,0.14903707148116
Republic of Moldova,2019,0.0963836222378864
Mexico,2019,2.81958961970387
North Macedonia,2019,0.368879045088086
Malta,2019,0.198406596622524
Myanmar,2019,0.0531907689016294
Montenegro,2019,0.163487782966698
Mongolia,2019,3.1248902614342
Malaysia,2019,2.63751283974593
New Zealand,2019,0.0
Oman,2019,0.457392674442487
Panama,2019,2.66842956190172
Peru,2019,0.181822087210933
Philippines,2019,0.01443982284377
Poland,2019,10.6864760709461
Portugal,2019,0.676772295030567
Paraguay,2019,0.690707588481944
Romania,2019,3.3176863655192
Russian Federation,2019,10.4003828705776
Saudi Arabia,2019,6.04801430941152
Singapore,2019,9.52454444236218
El Salvador,2019,0.0160711824814468
Serbia,2019,3.14377269231473
Slovakia,2019,1.13748412911509
Slovenia,2019,8.87954749825949
Sweden,2019,1.56628117665657
Thailand,2019,0.0545284698803817
Ukraine,2019,1.49697075844457
Uruguay,2019,0.618155127795478
Uzbekistan,2019,3.24892981738254
Kosovo under UNSCR 1244,2019,1.13957386774789
Albania,2020,5.60594034687539
United Arab Emirates,2020,0.582101500721171
Armenia,2020,5.43084877766987
Antigua and Barbuda,2020,0.0
Austria,2020,0.414732881199766
Azerbaijan,2020,1.16876012229749
Belgium,2020,0.649907318883612
Bulgaria,2020,1.7018448575152
Bahamas,2020,0.252612965360447
Bosnia and Herzegovina,2020,10.2747526444228
Belize,2020,0.255877833687084
Bolivia (Plurinational State of),2020,0.0
Barbados,2020,0.0
Bhutan,2020,0.0
Switzerland,2020,0.231465903076084
Chile,2020,0.820830552490204
Cameroon,2020,0.698191927085261
Colombia,2020,1.07051160727393
Costa Rica,2020,1.92677461901508
Cyprus,2020,0.844693501043388
Czechia,2020,1.09003401332657
Germany,2020,4.98632595767039
Dominica,2020,0.0
Denmark,2020,0.222926058855909
Algeria,2020,0.231596633320611
Ecuador,2020,0.718109750479944
Spain,2020,0.0985748819581519
Estonia,2020,3.00826633986867
Finland,2020,4.82854854915679
France,2020,0.309535150656182
United Kingdom (Northern Ireland),2020,0.0
United Kingdom (Scotland),2020,0.0548847420417124
Greece,2020,0.598166116151336
Grenada,2020,0.0
Guatemala,2020,3.4509924930543
Guyana,2020,0.123841846531469
Honduras,2020,0.17787193132009
Croatia,2020,1.54275791498038
Hungary,2020,20.7703885852509
Iraq (Central Iraq),2020,0.040511074990022
Israel,2020,1.74992523046743
Italy,2020,0.682659150672872
Jamaica,2020,0.105979392660362
Jordan,2020,0.947978309704054
Kazakhstan,2020,6.3494126434001
Kenya,2020,0.143630467074693
Saint Kitts and Nevis,2020,0.0
Republic of Korea,2020,0.557285889676503
Lithuania,2020,11.1955066315493
Luxembourg,2020,0.792899427050874
Latvia,2020,6.36465753013942
"China, Macao Special Administrative Region",2020,0.29279726058883
Morocco,2020,65.1783960992131
Republic of Moldova,2020,0.260660102159211
Mexico,2020,2.33834551187446
North Macedonia,2020,0.320510166716034
Malta,2020,0.192973264519067
Myanmar,2020,0.0320654760422183
Montenegro,2020,0.986947617755188
Mongolia,2020,3.25150332648542
Mauritius,2020,0.311715111091369
Malaysia,2020,2.22782483283162
New Zealand,2020,0.0
Oman,2020,0.154781767105845
Panama,2020,1.7236315239162
Peru,2020,0.362378646737749
Poland,2020,13.2692316357764
Portugal,2020,0.597848574405968
Paraguay,2020,0.575431541477371
Romania,2020,3.50135921320797
Russian Federation,2020,10.9830275229812
Singapore,2020,15.3376675589026
El Salvador,2020,0.0320786645844405
Serbia,2020,2.60574549510033
Slovakia,2020,1.2098939628766
Slovenia,2020,14.1741455499247
Sweden,2020,1.46807612921253
Thailand,2020,0.0488543763893443
Ukraine,2020,1.19516523433536
Uruguay,2020,0.617834589793137
Uzbekistan,2020,0.470428898959376
Kosovo under UNSCR 1244,2020,2.283865007591
Albania,2021,9.22925054800868
United Arab Emirates,2021,0.684438364180051
Armenia,2021,8.25683710532014
Antigua and Barbuda,2021,0.0
Austria,2021,0.635660096487627
Azerbaijan,2021,1.83694737258144
Belgium,2021,0.881526052962344
Bulgaria,2021,1.46861550490092
Bahamas,2021,0.504575235951995
Bosnia and Herzegovina,2021,4.03709504816393
Belize,2021,0.0
Bolivia (Plurinational State of),2021,0.0083770619457343
Barbados,2021,0.0
Switzerland,2021,0.689098863693201
Chile,2021,0.806935160549773
Colombia,2021,0.978741700951686
Costa Rica,2021,1.40316552165396
Cyprus,2021,0.910948346571817
Czechia,2021,0.902125764403209
Germany,2021,6.10535020739821
Dominica,2021,0.0
Denmark,2021,0.90493465133935
Algeria,2021,0.21447194582957
Ecuador,2021,0.492013142180007
Spain,2021,0.291186902639365
Estonia,2021,3.07865705975486
Finland,2021,0.415081911001024
France,2021,0.401007527630081
United Kingdom (Northern Ireland),2021,0.0525440240105172
United Kingdom (Scotland),2021,0.0729940327378237
Greece,2021,2.39140357525232
Grenada,2021,0.856989823245849
Guatemala,2021,3.29002499367778
Guyana,2021,0.0
Honduras,2021,0.0680280273529036
Croatia,2021,2.6244645964822
Hungary,2021,63.3301948078202
Indonesia,2021,0.0039745907592434
Iraq (Central Iraq),2021,0.705138576089417
Israel,2021,0.503191098169285
Italy,2021,0.57425704448483
Jamaica,2021,0.105720109885482
Jordan,2021,0.695802665303737
Kenya,2021,0.0657657813142523
Kyrgyzstan,2021,1.70076043784905
Saint Kitts and Nevis,2021,0.0
Republic of Korea,2021,0.775337366984197
Saint Lucia,2021,0.0
Lithuania,2021,12.5246579202806
Luxembourg,2021,0.624732536382861
Latvia,2021,7.7959807741568
"China, Macao Special Administrative Region",2021,0.144008801817967
Morocco,2021,43.9757682719743
Republic of Moldova,2021,0.0992136163412763
Mexico,2021,2.21938199298975
North Macedonia,2021,0.378151998195675
Malta,2021,1.14421603561563
Montenegro,2021,1.32483122892173
Mongolia,2021,3.56322203903734
Mauritius,2021,0.547035905483136
Malaysia,2021,2.06228277756004
Namibia,2021,1.20972870944184
New Zealand,2021,0.0
Oman,2021,0.266641543107938
Panama,2021,2.20923020984235
Peru,2021,0.42526390943242
Poland,2021,13.0309166976503
Portugal,2021,0.962375404263833
Paraguay,2021,0.359056650462241
Qatar,2021,0.0710484116772327
Romania,2021,3.96401505577598
Singapore,2021,17.6334089995294
El Salvador,2021,0.0159852130385308
Serbia,2021,2.85278321919762
Slovakia,2021,1.76381133171614
Slovenia,2021,8.84790777735825
Sweden,2021,3.84019729397618
Eswatini,2021,0.0
Thailand,2021,0.0432192291775191
Uruguay,2021,0.412165415523828
United States of America,2021,0.336342243894789
Uzbekistan,2021,0.578208622372547
Holy See,2021,0.0
Saint Vincent and the Grenadines,2021,0.0
Kosovo under UNSCR 1244,2021,1.83755391713378
Albania,2022,17.4705970558861
Armenia,2022,7.70599344053342
Antigua and Barbuda,2022,0.0
Austria,2022,1.63271123725644
Belgium,2022,0.77307500030064
Bulgaria,2022,1.53826680402657
Bahamas,2022,0.0
Bosnia and Herzegovina,2022,2.87069216756605
Belize,2022,0.74491039969409
Bolivia (Plurinational State of),2022,0.0165601929063751
Barbados,2022,0.0
Switzerland,2022,0.648303231211547
Chile,2022,0.72622991319021
Colombia,2022,0.937416463025825
Costa Rica,2022,1.81039479495754
Cyprus,2022,1.72754380825766
Czechia,2022,1.6864649848176
Germany,2022,5.86065063901607
Dominica,2022,0.0
Denmark,2022,0.169408156511452
Ecuador,2022,0.460056518504343
Spain,2022,0.365891528947273
Estonia,2022,7.9994578145259
Finland,2022,0.395022784734668
France,2022,0.36211433945852
United Kingdom (Northern Ireland),2022,0.0
United Kingdom (Scotland),2022,0.054611880579491
Greece,2022,1.25810565782599
Grenada,2022,0.0
Guatemala,2022,2.87989434261565
Guyana,2022,0.0
Honduras,2022,0.143350377374647
Croatia,2022,8.75345883199681
Hungary,2022,8.44665629352564
Indonesia,2022,0.0028691262908107
Israel,2022,0.90078699122974
Italy,2022,0.59544661636999
Jamaica,2022,0.0
Jordan,2022,0.923930041261028
Kenya,2022,0.112437296737906
Kyrgyzstan,2022,1.68205241447842
Saint Kitts and Nevis,2022,0.0
Republic of Korea,2022,0.617969253963281
Saint Lucia,2022,0.0
Lithuania,2022,11.9634231649147
Luxembourg,2022,0.0
Latvia,2022,8.18686030186123
"China, Macao Special Administrative Region",2022,0.0
Morocco,2022,54.611602369671
Republic of Moldova,2022,0.263159236502686
Mexico,2022,1.68645317224349
North Macedonia,2022,0.869455117911699
Malta,2022,0.946625469526233
Montenegro,2022,1.95233853550206
Malaysia,2022,2.1241952088705
New Zealand,2022,0.0
Oman,2022,0.147984472623507
Panama,2022,2.31777462732115
Peru,2022,0.424191611772189
Poland,2022,8.00297214546267
Portugal,2022,0.537579055919981
Paraguay,2022,0.281045798039898
Romania,2022,2.23824851054083
Singapore,2022,11.0090746102863
El Salvador,2022,0.0318455161274451
Serbia,2022,2.13511178819514
Slovakia,2022,1.24241839298114
Slovenia,2022,9.02975943964433
Sweden,2022,1.64960831814518
Thailand,2022,0.0167281591473568
Uruguay,2022,0.412868156747165
United States of America,2022,0.244485143136338
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,0.0
Zimbabwe,2022,0.0
Albania,2023,11.0966672653651
Armenia,2023,18.346173956383
Antigua and Barbuda,2023,0.0
Austria,2023,13.4714371033387
Belgium,2023,0.811072038308554
Bulgaria,2023,1.44206652252868
Bosnia and Herzegovina,2023,2.16635537081882
Bolivia (Plurinational State of),2023,0.0081671592076205
Switzerland,2023,0.326924080675394
Chile,2023,0.671453827248665
Colombia,2023,1.1907230063405
Costa Rica,2023,1.89990237048077
Cyprus,2023,0.4461047803473
Czechia,2023,1.25812741056287
Germany,2023,6.28280442674194
Denmark,2023,2.40411429697351
Algeria,2023,0.140801688857771
Ecuador,2023,0.533924120372526
Spain,2023,0.179497317553474
Estonia,2023,1.82856006015231
Finland,2023,0.196386997002688
France,2023,0.430471208535275
United Kingdom (Northern Ireland),2023,0.0
United Kingdom (Scotland),2023,0.0364292089397279
Greece,2023,1.43513924780252
Grenada,2023,0.0
Guatemala,2023,2.38898693574494
Guyana,2023,0.0
Honduras,2023,0.0
Croatia,2023,2.95172757556519
Hungary,2023,11.1289326594789
Israel,2023,1.0047195892447
Italy,2023,0.410087803664346
Jamaica,2023,0.140855684195922
Jordan,2023,0.786767376970454
Kyrgyzstan,2023,2.65780148499003
Republic of Korea,2023,0.512089772854175
Saint Lucia,2023,0.0
Lithuania,2023,5.67604697664657
Latvia,2023,4.94051198578833
Morocco,2023,63.0241878655369
Republic of Moldova,2023,0.0978132223914029
Mexico,2023,2.2545132059325
North Macedonia,2023,1.20100349300948
Malta,2023,0.750531000682983
Myanmar,2023,0.0055418244027679
Montenegro,2023,1.42056216380029
Malaysia,2023,2.52517358931476
New Zealand,2023,0.0
Oman,2023,0.118829081991869
Poland,2023,7.4168965442383
Portugal,2023,0.690267553455949
Paraguay,2023,0.160721293788882
Romania,2023,1.75223148641248
Singapore,2023,9.37971333834103
Serbia,2023,1.65357561365741
Slovakia,2023,0.616159191613638
Slovenia,2023,4.95658035608073
Sweden,2023,2.54940200885296
Thailand,2023,0.0
Uruguay,2023,0.649335220931144
Holy See,2023,0.0
Zimbabwe,2023,0.0061196433728867
Armenia,2013,24.0203824236497
Austria,2013,40.2881290974557
Switzerland,2013,60.1888322649713
Chile,2013,1.75835294683699
Colombia,2013,48.908396633706
Denmark,2013,26.6413431439723
United Kingdom (Scotland),2013,4.78630553522158
Guatemala,2013,19.2820882755058
Honduras,2013,15.2768321159959
Hungary,2013,0.69772052177563
Kenya,2013,0.0155601231432591
Lithuania,2013,54.7600605132471
Portugal,2013,0.784066431462674
Russian Federation,2013,19.659193958871
Serbia,2013,29.0537087492138
Slovakia,2013,0.240277028323949
Slovenia,2013,81.1109871105013
Sweden,2013,28.6439834094048
Türkiye,2013,6.58350844745937
Kosovo under UNSCR 1244,2013,11.3363273711222
Armenia,2014,18.2382968647238
Austria,2014,35.7869128581653
Belgium,2014,57.2964479681259
Bahamas,2014,63.8245557130825
Barbados,2014,0.0
Bhutan,2014,0.0
Switzerland,2014,43.1123134371411
Chile,2014,1.34346943704992
Colombia,2014,42.2996214885041
Costa Rica,2014,35.8287678574837
Cyprus,2014,2.91229700769803
Czechia,2014,36.0836610377899
Denmark,2014,45.4835878134461
Finland,2014,62.3434091023941
United Kingdom (Scotland),2014,4.73109432268681
Grenada,2014,0.0
Guatemala,2014,20.2464971168669
Honduras,2014,16.4181825855272
Hungary,2014,1.07474093167061
Italy,2014,5.29472326181855
Kenya,2014,0.108574236673443
Lebanon,2014,1.44950587211372
Lithuania,2014,51.5824528291595
Monaco,2014,1364.59255978742
Maldives,2014,91.3888935899637
Netherlands (Kingdom of the),2014,48.3849511410349
Oman,2014,0.124923827696062
Portugal,2014,0.797601544886925
Russian Federation,2014,12.6209553067484
Serbia,2014,18.0982890682806
Slovakia,2014,0.535526604084535
Slovenia,2014,117.46985098381
Sweden,2014,20.388939912804
Türkiye,2014,5.47823000093008
Kosovo under UNSCR 1244,2014,11.9957069741769
Albania,2015,28.3237058032893
Armenia,2015,17.7668080765376
Antigua and Barbuda,2015,11.1845563645718
Austria,2015,30.8073593147462
Belgium,2015,53.7633717208124
Bahamas,2015,73.6999038527663
Bolivia (Plurinational State of),2015,14.1538062072475
Barbados,2015,0.0
Bhutan,2015,0.0
Switzerland,2015,47.8033745802417
Chile,2015,1.33535572311161
Colombia,2015,42.9380999535224
Costa Rica,2015,40.6181893316129
Cyprus,2015,0.164001438292614
Czechia,2015,31.3651592941043
Denmark,2015,65.1160221130563
Ecuador,2015,5.0780067286663
Finland,2015,61.5360189644813
United Kingdom (Scotland),2015,3.81537316210683
Grenada,2015,0.0
Guatemala,2015,27.4923031255887
Honduras,2015,13.9109837771948
Italy,2015,5.01029165081037
Kenya,2015,0.0785754049723281
Kyrgyzstan,2015,13.5457511493895
Lebanon,2015,3.07456088240824
Lithuania,2015,42.2952448994481
Monaco,2015,1572.48959381886
Maldives,2015,176.805541931174
Malta,2015,1.3483736927798
Mongolia,2015,3.22523694152797
Netherlands (Kingdom of the),2015,42.5253747888418
Oman,2015,0.143372772793583
Portugal,2015,0.781079214257454
Romania,2015,1.60535296138177
Russian Federation,2015,11.5031823641755
Serbia,2015,21.1362202224166
Slovakia,2015,0.516578669950139
Slovenia,2015,62.8171501499796
Sweden,2015,227.70592505328
Kosovo under UNSCR 1244,2015,10.567615878405
Albania,2016,26.7783212235622
Andorra,2016,1.38539653512327
United Arab Emirates,2016,1.05194702660529
Armenia,2016,20.1453169418518
Austria,2016,35.8323446822071
Azerbaijan,2016,1.99626526129592
Belgium,2016,44.5877838208113
Bahamas,2016,112.355062613466
Bosnia and Herzegovina,2016,10.5960173371575
Bolivia (Plurinational State of),2016,9.43647727984732
Barbados,2016,0.0
Bhutan,2016,0.26742758729505
Switzerland,2016,44.525899470334
Chile,2016,1.6313373109315
Colombia,2016,45.3607263382616
Costa Rica,2016,41.3191089578328
Cyprus,2016,0.242500176823046
Czechia,2016,27.1649651137662
Denmark,2016,90.656734985382
Ecuador,2016,4.9075625751338
Spain,2016,2.28533420370044
Finland,2016,66.2727785381011
France,2016,2.79626352512913
United Kingdom (Scotland),2016,3.62647325475975
Grenada,2016,0.0
Guatemala,2016,32.7867643262301
Guyana,2016,0.261935071534468
Honduras,2016,13.556613736377
Croatia,2016,16.5117691079305
Hungary,2016,2.00804604684027
Italy,2016,34.356233782613
Jamaica,2016,12.6338341195374
Kenya,2016,0.0623186436588173
Kyrgyzstan,2016,10.788313882309
Saint Kitts and Nevis,2016,4.24858469022507
Lebanon,2016,4.22263937260119
Liechtenstein,2016,10.6340555629403
Lithuania,2016,24.3629600055348
Latvia,2016,3.21451040200259
Morocco,2016,0.268391548721311
Monaco,2016,1550.59555746325
Maldives,2016,119.781280734839
Mexico,2016,10.3704375846547
Malta,2016,0.878601442224267
Myanmar,2016,0.005825729591071
Montenegro,2016,9.61155693605992
Mongolia,2016,2.10470098118529
Netherlands (Kingdom of the),2016,40.1343982133247
Oman,2016,0.0455489819517853
Peru,2016,1.64255781110997
Philippines,2016,0.0290436981082219
Portugal,2016,0.802213568195692
Romania,2016,1.1528513819591
Russian Federation,2016,11.5771389529074
Saudi Arabia,2016,4.11813232053973
Singapore,2016,6.47193550940362
El Salvador,2016,1.45142573953568
Serbia,2016,16.8535786069289
Slovakia,2016,0.442212173769485
Slovenia,2016,48.608378978477
Sweden,2016,209.46703106231
Thailand,2016,0.0112898925973466
Kosovo under UNSCR 1244,2016,12.3172037563498
Albania,2017,29.5696443620573
Andorra,2017,0.0
United Arab Emirates,2017,0.368191423154064
Armenia,2017,16.158006781217
Austria,2017,36.1300191986898
Azerbaijan,2017,1.62511757650429
Belgium,2017,39.5197836467645
Bahamas,2017,76.8275349885399
Bosnia and Herzegovina,2017,10.6746541856821
Bolivia (Plurinational State of),2017,5.87945573164295
Barbados,2017,0.356924878020923
Bhutan,2017,0.530268733565812
Switzerland,2017,39.7935655555224
Chile,2017,1.91283223504883
Colombia,2017,26.1286481054923
Costa Rica,2017,56.3382919035891
Cyprus,2017,0.079727300740547
Czechia,2017,24.9588726444352
Germany,2017,0.0
Denmark,2017,64.0050732259667
Ecuador,2017,4.45120159918666
Spain,2017,2.25097421577312
Estonia,2017,9.56411543887335
Finland,2017,64.4107649486348
France,2017,2.69894469730585
United Kingdom (Scotland),2017,3.44713169149093
Greece,2017,7.28132757479204
Grenada,2017,0.0
Guatemala,2017,32.4433160944139
Guyana,2017,0.0
Honduras,2017,22.9658808048884
Croatia,2017,13.9242988821338
Hungary,2017,2.82046959899105
Italy,2017,5.03226361550207
Kazakhstan,2017,6.47117984727694
Kenya,2017,0.0833371182274528
Kyrgyzstan,2017,9.71037753996106
Saint Kitts and Nevis,2017,4.25075185173378
Lebanon,2017,3.47395378797324
Lithuania,2017,23.4332545450529
Latvia,2017,3.29456386666488
Morocco,2017,0.282116160087605
Republic of Moldova,2017,36.0733020771114
Maldives,2017,116.739073986388
Mexico,2017,14.5299770220934
Malta,2017,0.427439477241519
Myanmar,2017,0.0423933447998338
Montenegro,2017,11.6107777044041
Mongolia,2017,3.96216423074098
Netherlands (Kingdom of the),2017,38.9249551121345
Oman,2017,0.176312561619863
Panama,2017,6.90461650466842
Peru,2017,1.73345985994123
Philippines,2017,0.0286719273764867
Puerto Rico,2017,143.06586531197
Portugal,2017,0.890537113908602
Paraguay,2017,0.189314445851769
Romania,2017,23.2612453964129
Russian Federation,2017,11.2581984916436
Saudi Arabia,2017,7.52053072401562
Singapore,2017,1.64166151491275
El Salvador,2017,0.611568280753616
Serbia,2017,19.1277126839425
Slovakia,2017,0.71747882356653
Slovenia,2017,43.8322157088067
Sweden,2017,206.882944252116
Albania,2018,26.2245826266114
Andorra,2018,0.0
Armenia,2018,30.6532949113297
Austria,2018,34.9369159072732
Azerbaijan,2018,2.75902336349949
Belgium,2018,40.5298809434747
Bulgaria,2018,7.20310792753987
Bahamas,2018,172.643184986663
Bosnia and Herzegovina,2018,11.4850900501919
Bolivia (Plurinational State of),2018,6.14335586070936
Barbados,2018,0.0
Bhutan,2018,0.526482739921475
Switzerland,2018,0.0117421271532639
Chile,2018,13.6927637051888
Cameroon,2018,0.0161248820515268
Colombia,2018,21.2873305064387
Costa Rica,2018,53.9551875441979
Cyprus,2018,0.0786944589264108
Czechia,2018,21.9453391370145
Dominica,2018,42.5378990678333
Denmark,2018,77.9795798095023
Ecuador,2018,5.93564174859431
Spain,2018,1.89837852355458
Estonia,2018,15.0533543071694
Finland,2018,69.2382603846286
France,2018,3.24330714000331
United Kingdom (Scotland),2018,3.42031224140784
Greece,2018,3.97918392901732
Grenada,2018,0.0
Guatemala,2018,28.0309171161636
Guyana,2018,0.0
Honduras,2018,3.81968212564389
Croatia,2018,11.6774015942883
Hungary,2018,3.75470866811327
Italy,2018,4.90896283627298
Jamaica,2018,7.62384988462278
Jordan,2018,0.219836812266818
Kenya,2018,0.143405990874898
Kyrgyzstan,2018,29.2664527608546
Saint Kitts and Nevis,2018,2.12727485454758
Lithuania,2018,18.4479592703315
Latvia,2018,5.23970890044968
Morocco,2018,0.29018051460166
Republic of Moldova,2018,32.4056297013133
Mexico,2018,16.7844401777515
Malta,2018,1.23824313935911
Myanmar,2018,0.0076522442937286
Montenegro,2018,38.6492257975463
Mongolia,2018,9.5968502127407
Malaysia,2018,0.325119587036139
Netherlands (Kingdom of the),2018,38.0569062105915
Oman,2018,0.282739155186279
Panama,2018,8.34960767041028
Peru,2018,2.26662938275559
Philippines,2018,0.0401953910749596
Portugal,2018,0.92006539631139
Paraguay,2018,23.7577308893209
Romania,2018,18.9867552966975
Russian Federation,2018,11.5823145173341
Saudi Arabia,2018,15.3794877909343
Singapore,2018,4.0820893979353
El Salvador,2018,0.868194071922644
Serbia,2018,12.5925585101693
Slovakia,2018,1.54320080422808
Slovenia,2018,5.07373710455353
Sweden,2018,202.350678049212
Syrian Arab Republic,2018,0.0357547012962867
Thailand,2018,10.8733908658207
Albania,2019,35.5284791956491
Andorra,2019,0.0
United Arab Emirates,2019,0.159951417422815
Armenia,2019,32.9204332756021
Antigua and Barbuda,2019,0.0
Austria,2019,35.1316694434198
Azerbaijan,2019,2.7792957304182
Belgium,2019,41.3293697519141
Bulgaria,2019,6.52285889307228
Bahamas,2019,201.938559496496
Bosnia and Herzegovina,2019,20.0267042650603
Belize,2019,0.0
Bolivia (Plurinational State of),2019,2.63036466407523
Barbados,2019,2.13365575242481
Bhutan,2019,0.915243245504848
Switzerland,2019,0.0116583760068756
Chile,2019,1.9846081914625
Cameroon,2019,0.0196031575982133
Colombia,2019,20.9104815592134
Costa Rica,2019,64.3057425028055
Cyprus,2019,0.0777199153008363
Czechia,2019,21.0045121330191
Dominica,2019,86.9174505196632
Denmark,2019,86.2309367329946
Ecuador,2019,5.89964666422126
Spain,2019,1.88467957674988
Estonia,2019,2.63788309128244
Finland,2019,71.4808451437305
France,2019,3.29228329720468
United Kingdom (Scotland),2019,3.14828034338221
Greece,2019,3.95574953033638
Grenada,2019,0.0
Guatemala,2019,30.075183573945
Guyana,2019,2.35246048794983
Honduras,2019,2.36332121452385
Croatia,2019,18.7139338156394
Hungary,2019,14.5235381365441
Italy,2019,5.00414634019787
Jamaica,2019,1.0625972497858
Jordan,2019,0.0843336909862699
Kenya,2019,0.169912491649021
Kyrgyzstan,2019,17.7085587004074
Saint Kitts and Nevis,2019,0.0
Lithuania,2019,14.9907443781131
Latvia,2019,13.3732930114619
Republic of Moldova,2019,30.4572246271721
Mexico,2019,18.1651226345558
Malta,2019,0.595219789867574
Myanmar,2019,0.0075986812716613
Montenegro,2019,27.9564108873054
Mongolia,2019,13.0564721814379
Malaysia,2019,0.469489246984253
Netherlands (Kingdom of the),2019,37.66213749765
Oman,2019,1.13259138433378
Panama,2019,18.8443078796245
Peru,2019,3.02625914645994
Philippines,2019,0.0442219574590455
Portugal,2019,0.966817564329382
Paraguay,2019,19.5086521102345
State of Palestine,2019,32.0103724095198
Romania,2019,17.6550141522142
Russian Federation,2019,10.7491096190596
Saudi Arabia,2019,23.1780385607019
Singapore,2019,0.881902263181683
El Salvador,2019,1.15712513866417
Serbia,2019,11.972175458404
Slovakia,2019,1.35764234765349
Slovenia,2019,1.63191683751796
Sweden,2019,199.005265526005
Thailand,2019,10.3072789732865
Uruguay,2019,11.6860755111812
Albania,2020,23.8861806084256
United Arab Emirates,2020,0.148171291092662
Armenia,2020,33.1039635683444
Antigua and Barbuda,2020,0.0
Austria,2020,31.8559688748577
Azerbaijan,2020,1.88573061748838
Belgium,2020,37.0707134691212
Bulgaria,2020,5.30744836919995
Bahamas,2020,164.198427484291
Bosnia and Herzegovina,2020,17.0942787358538
Belize,2020,0.0
Bolivia (Plurinational State of),2020,2.63195766153355
Barbados,2020,0.0
Bhutan,2020,0.259738235805955
Switzerland,2020,0.0115732951538042
Chile,2020,1.22866460058282
Cameroon,2020,0.0076305128643197
Colombia,2020,18.9452902896154
Costa Rica,2020,60.3060592095854
Cyprus,2020,0.153580636553343
Czechia,2020,14.9192481476175
Dominica,2020,35.5171444215885
Denmark,2020,66.1918913218315
Ecuador,2020,5.83036725984907
Spain,2020,1.49959660851231
Estonia,2020,3.08347299836538
Finland,2020,68.250719942014
France,2020,3.17728728173552
United Kingdom (Scotland),2020,2.30515916575192
Greece,2020,5.07506564172149
Grenada,2020,0.0
Guatemala,2020,25.5915002573409
Guyana,2020,4.45830647513287
Honduras,2020,1.78860108716313
Croatia,2020,12.0638610728794
Hungary,2020,3.61045767012756
Italy,2020,5.60982250711864
Jamaica,2020,1.05979392660362
Jordan,2020,0.128851420736473
Kazakhstan,2020,4.90706425795513
Kenya,2020,0.111074227871096
Saint Kitts and Nevis,2020,0.0
Lithuania,2020,8.51287724699273
Latvia,2020,3.62943280644314
Morocco,2020,1.98446280427883
Republic of Moldova,2020,23.2964966304794
Mexico,2020,17.0837236014248
Malta,2020,2.89459896778601
Myanmar,2020,0.0150896357845733
Montenegro,2020,24.344707904628
Mongolia,2020,6.29029148207928
Mauritius,2020,41.6139673306978
Malaysia,2020,0.300977659534868
Netherlands (Kingdom of the),2020,33.3962115768506
New Zealand,2020,0.0
Oman,2020,0.641238749438501
Panama,2020,14.4179447743801
Peru,2020,4.5160296900175
Portugal,2020,0.887130142666919
Paraguay,2020,14.7643619194852
State of Palestine,2020,20.790217630578
Romania,2020,14.1034130311102
Russian Federation,2020,10.0682306920984
Singapore,2020,0.996414597794134
El Salvador,2020,0.818005946903234
Serbia,2020,8.19362194570437
Slovakia,2020,1.19156223616635
Slovenia,2020,0.665899455365592
Sweden,2020,189.681230931611
Thailand,2020,9.2376646555623
Uruguay,2020,13.1804712489203
Albania,2021,25.0558360885103
United Arab Emirates,2021,0.173663465538222
Armenia,2021,24.8401892662163
Antigua and Barbuda,2021,0.0
Austria,2021,31.87222027652
Azerbaijan,2021,2.63816909892015
Belgium,2021,41.6304999717609
Bulgaria,2021,6.74690687400028
Bahamas,2021,190.98172680783
Bosnia and Herzegovina,2021,19.9697526046582
Belize,2021,0.0
Bolivia (Plurinational State of),2021,3.06600467213876
Barbados,2021,0.708851607232413
Switzerland,2021,0.0
Chile,2021,1.05364145167327
Colombia,2021,18.320638066916
Costa Rica,2021,62.5693245289638
Cyprus,2021,0.0
Czechia,2021,12.354374941985
Dominica,2021,61.0100889854469
Denmark,2021,80.6587036401338
