Iso3_code,Country,Region,Category,Sex,Year,VALUE
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2021,49571
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2022,33572
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2023,205751
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2018,11354
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2019,122404
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2020,1397363
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2021,1357563
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2022,25707
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2023,86748
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2018,55151
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2019,2081
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2020,47148
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2021,5171
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2022,2911
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2023,13547
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2018,111326
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2019,26298
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2020,72716
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2021,4032
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2022,1229103
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2023,335
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2018,411350
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2019,208907
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2020,1111
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2021,9894
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2022,245853
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2023,25030
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2018,193
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2019,6425
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2020,22783
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2021,9193
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2022,19387
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2023,2647
CYP,Cyprus,Asia,Corruption,Total,2013,48597
CYP,Cyprus,Asia,Corruption,Total,2014,544
CYP,Cyprus,Asia,Corruption,Total,2015,222
CYP,Cyprus,Asia,Corruption,Total,2016,265023
CYP,Cyprus,Asia,Corruption,Total,2017,8653
CYP,Cyprus,Asia,Corruption,Total,2018,2925
CYP,Cyprus,Asia,Corruption,Total,2019,827
CYP,Cyprus,Asia,Corruption,Total,2020,9169
CYP,Cyprus,Asia,Corruption,Total,2021,335120
CYP,Cyprus,Asia,Corruption,Total,2022,114828
CYP,Cyprus,Asia,Corruption,Total,2023,140571
CYP,Cyprus,Asia,Corruption: Bribery,Total,2013,65964
CYP,Cyprus,Asia,Corruption: Bribery,Total,2014,18877
CYP,Cyprus,Asia,Corruption: Bribery,Total,2015,94480
CYP,Cyprus,Asia,Corruption: Bribery,Total,2016,82751
CYP,Cyprus,Asia,Corruption: Bribery,Total,2017,145212
CYP,Cyprus,Asia,Corruption: Bribery,Total,2018,25165
CYP,Cyprus,Asia,Corruption: Bribery,Total,2019,98434
CYP,Cyprus,Asia,Corruption: Bribery,Total,2020,38025
CYP,Cyprus,Asia,Corruption: Bribery,Total,2021,108439
CYP,Cyprus,Asia,Corruption: Bribery,Total,2022,874784
CYP,Cyprus,Asia,Corruption: Bribery,Total,2023,2503
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2014,15207
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2015,8539
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2016,24483
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2017,24882
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2018,22798
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2019,399646
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2020,39371
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2021,1870
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2022,179
CYP,Cyprus,Asia,Corruption: Other acts of corruption,Total,2023,109334
CYP,Cyprus,Asia,Smuggling of migrants,Total,2015,5723500
CYP,Cyprus,Asia,Smuggling of migrants,Total,2016,0
CYP,Cyprus,Asia,Smuggling of migrants,Total,2017,12295
CYP,Cyprus,Asia,Smuggling of migrants,Total,2018,5641
CYP,Cyprus,Asia,Smuggling of migrants,Total,2019,4803
CYP,Cyprus,Asia,Smuggling of migrants,Total,2020,270125
CYP,Cyprus,Asia,Smuggling of migrants,Total,2021,5677
CYP,Cyprus,Asia,Smuggling of migrants,Total,2022,1015
CYP,Cyprus,Asia,Smuggling of migrants,Total,2023,593369
CYP,Cyprus,Asia,Burglary,Total,2003,143531
CYP,Cyprus,Asia,Burglary,Total,2004,2407
CYP,Cyprus,Asia,Burglary,Total,2005,232387
CYP,Cyprus,Asia,Burglary,Total,2006,32727
CYP,Cyprus,Asia,Burglary,Total,2007,4491
CYP,Cyprus,Asia,Burglary,Total,2008,752
CYP,Cyprus,Asia,Burglary,Total,2009,1352
CYP,Cyprus,Asia,Burglary,Total,2010,4867
CYP,Cyprus,Asia,Burglary,Total,2011,1701
CYP,Cyprus,Asia,Burglary,Total,2012,512504
CYP,Cyprus,Asia,Burglary,Total,2013,146359
CYP,Cyprus,Asia,Burglary,Total,2014,173528
CYP,Cyprus,Asia,Burglary,Total,2015,86564
CYP,Cyprus,Asia,Burglary,Total,2016,4455
CYP,Cyprus,Asia,Burglary,Total,2017,731
CYP,Cyprus,Asia,Burglary,Total,2018,71224
CYP,Cyprus,Asia,Burglary,Total,2019,1290481
CYP,Cyprus,Asia,Burglary,Total,2020,225511
CYP,Cyprus,Asia,Burglary,Total,2021,874
CYP,Cyprus,Asia,Burglary,Total,2022,32415
CYP,Cyprus,Asia,Theft,Total,2003,163077
CYP,Cyprus,Asia,Theft,Total,2004,8982
CYP,Cyprus,Asia,Theft,Total,2005,114490
CYP,Cyprus,Asia,Theft,Total,2006,1381425
CYP,Cyprus,Asia,Theft,Total,2007,1467499
CYP,Cyprus,Asia,Theft,Total,2008,24041
CYP,Cyprus,Asia,Theft,Total,2009,84867
CYP,Cyprus,Asia,Theft,Total,2010,57158
CYP,Cyprus,Asia,Theft,Total,2011,2476
CYP,Cyprus,Asia,Theft,Total,2012,49114
CYP,Cyprus,Asia,Theft,Total,2013,4816
CYP,Cyprus,Asia,Theft,Total,2014,3088
CYP,Cyprus,Asia,Theft,Total,2015,12739
CYP,Cyprus,Asia,Theft,Total,2016,93592
CYP,Cyprus,Asia,Theft,Total,2017,64507
CYP,Cyprus,Asia,Theft,Total,2018,62043
CYP,Cyprus,Asia,Theft,Total,2019,3472
CYP,Cyprus,Asia,Theft,Total,2020,1132814
CYP,Cyprus,Asia,Theft,Total,2021,941
CYP,Cyprus,Asia,Theft,Total,2022,374497
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2005,1355
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2006,9292
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2007,203037
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2008,196
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2009,6163
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2010,19963
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2011,9954
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2012,14570
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2013,2932
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2014,416
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2015,302726
CYP,Cyprus,Asia,Theft: of a motorized vehicle,Total,2016,8821
CYP,Cyprus,Asia,Fraud,Total,2013,3125
CYP,Cyprus,Asia,Fraud,Total,2014,506
CYP,Cyprus,Asia,Fraud,Total,2015,9065
CYP,Cyprus,Asia,Fraud,Total,2016,304065
CYP,Cyprus,Asia,Fraud,Total,2017,104507
CYP,Cyprus,Asia,Fraud,Total,2018,1274
CYP,Cyprus,Asia,Fraud,Total,2019,137311
CYP,Cyprus,Asia,Fraud,Total,2020,64201
CYP,Cyprus,Asia,Fraud,Total,2021,15983
CYP,Cyprus,Asia,Fraud,Total,2022,94907
CYP,Cyprus,Asia,Unlawful access to a computer system,Total,2018,49634
CYP,Cyprus,Asia,Unlawful access to a computer system,Total,2019,126392
CYP,Cyprus,Asia,Unlawful access to a computer system,Total,2020,23163
CYP,Cyprus,Asia,Unlawful access to a computer system,Total,2021,89305
CYP,Cyprus,Asia,Unlawful access to a computer system,Total,2022,42381
CYP,Cyprus,Asia,Unlawful access to a computer system,Total,2023,92099
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2018,731913
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2019,13665
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2020,22441
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2021,23329
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2022,21395
CYP,Cyprus,Asia,Unlawful interference with a computer system or computer data,Total,2023,375396
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2018,33042
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2019,43515
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2020,114985
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2021,5644800
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2022,12593
CYP,Cyprus,Asia,Unlawful interception or access of computer data,Total,2023,5096
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2018,4509
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2019,254418
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2020,5963
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2021,1066
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2022,562833
CYP,Cyprus,Asia,Acts that cause environmental pollution or degradation,Total,2023,131717
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2018,2854
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2019,223563
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2020,40947
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2021,2639
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2022,103
CYP,Cyprus,Asia,Acts involving the movement of dumping of waste,Total,2023,4503
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2018,2304980
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2019,1641
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2020,867
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2021,522450
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2022,141504
CYP,Cyprus,Asia,Trade or possession of protected or prohibited species of faune and flora,Total,2023,171247
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2018,4388
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2019,26201
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2020,959
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2021,66101
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2022,1156422
CYP,Cyprus,Asia,Acts that result in the depletion of degradation of natural resources,Total,2023,213924
CYP,Cyprus,Asia,Total,Total,2015,30839
CYP,Cyprus,Asia,Total,Total,2021,162426
CZE,Czechia,Europe,Corruption,Total,2014,7633
CZE,Czechia,Europe,Corruption,Total,2015,121178
CZE,Czechia,Europe,Corruption,Total,2016,874768
CZE,Czechia,Europe,Corruption,Total,2017,1573004
CZE,Czechia,Europe,Corruption,Total,2018,23407
CZE,Czechia,Europe,Corruption,Total,2019,86543
CZE,Czechia,Europe,Corruption,Total,2020,92666
CZE,Czechia,Europe,Corruption,Total,2021,50721
CZE,Czechia,Europe,Corruption,Total,2022,23806
CZE,Czechia,Europe,Corruption,Total,2023,12413
CZE,Czechia,Europe,Corruption: Bribery,Total,2013,80335
CZE,Czechia,Europe,Corruption: Bribery,Total,2014,63539
CZE,Czechia,Europe,Corruption: Bribery,Total,2015,66923
CZE,Czechia,Europe,Corruption: Bribery,Total,2016,3822
CZE,Czechia,Europe,Corruption: Bribery,Total,2017,1069965
CZE,Czechia,Europe,Corruption: Bribery,Total,2018,780
CZE,Czechia,Europe,Corruption: Bribery,Total,2019,9107
CZE,Czechia,Europe,Corruption: Bribery,Total,2020,424
CZE,Czechia,Europe,Corruption: Bribery,Total,2021,183757
CZE,Czechia,Europe,Corruption: Bribery,Total,2022,904
CZE,Czechia,Europe,Corruption: Bribery,Total,2023,149
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2014,6143
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2015,17040
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2016,10090
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2017,14534
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2018,2702
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2019,380819
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2020,8255
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2021,503
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2022,11321
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2023,259095
CZE,Czechia,Europe,Smuggling of migrants,Total,2013,94179
CZE,Czechia,Europe,Smuggling of migrants,Total,2014,136287
CZE,Czechia,Europe,Smuggling of migrants,Total,2015,2381
CZE,Czechia,Europe,Smuggling of migrants,Total,2016,65424
CZE,Czechia,Europe,Smuggling of migrants,Total,2017,18562
CZE,Czechia,Europe,Smuggling of migrants,Total,2018,142479
CZE,Czechia,Europe,Smuggling of migrants,Total,2019,34435
CZE,Czechia,Europe,Smuggling of migrants,Total,2020,106923
CZE,Czechia,Europe,Smuggling of migrants,Total,2021,19633
CZE,Czechia,Europe,Smuggling of migrants,Total,2022,88541
CZE,Czechia,Europe,Smuggling of migrants,Total,2023,3132
CZE,Czechia,Europe,Burglary,Total,2003,96154
CZE,Czechia,Europe,Burglary,Total,2004,659649
CZE,Czechia,Europe,Burglary,Total,2005,13024
CZE,Czechia,Europe,Burglary,Total,2006,5109
CZE,Czechia,Europe,Burglary,Total,2007,20752
CZE,Czechia,Europe,Burglary,Total,2008,4039
CZE,Czechia,Europe,Burglary,Total,2009,20295
CZE,Czechia,Europe,Burglary,Total,2010,20539
CZE,Czechia,Europe,Burglary,Total,2011,360113
CZE,Czechia,Europe,Burglary,Total,2012,2153
CZE,Czechia,Europe,Burglary,Total,2013,298887
CZE,Czechia,Europe,Burglary,Total,2014,229706
CZE,Czechia,Europe,Burglary,Total,2015,115665
CZE,Czechia,Europe,Burglary,Total,2016,5513000
CZE,Czechia,Europe,Burglary,Total,2017,1590
CZE,Czechia,Europe,Burglary,Total,2018,5569
CZE,Czechia,Europe,Burglary,Total,2019,5414
CZE,Czechia,Europe,Burglary,Total,2020,4633
CZE,Czechia,Europe,Burglary,Total,2021,277292
CZE,Czechia,Europe,Burglary,Total,2022,7098
CZE,Czechia,Europe,Theft,Total,2003,895
CZE,Czechia,Europe,Theft,Total,2004,590942
CZE,Czechia,Europe,Theft,Total,2005,118802
CZE,Czechia,Europe,Theft,Total,2006,2438
CZE,Czechia,Europe,Theft,Total,2007,221955
CZE,Czechia,Europe,Theft,Total,2008,36922
CZE,Czechia,Europe,Theft,Total,2009,2514
CZE,Czechia,Europe,Theft,Total,2010,3561
CZE,Czechia,Europe,Theft,Total,2011,91
CZE,Czechia,Europe,Theft,Total,2012,4963
CZE,Czechia,Europe,Theft,Total,2013,2204299
CZE,Czechia,Europe,Theft,Total,2014,1681
CZE,Czechia,Europe,Theft,Total,2015,892
CZE,Czechia,Europe,Theft,Total,2016,552567
CZE,Czechia,Europe,Theft,Total,2017,136011
CZE,Czechia,Europe,Theft,Total,2018,172232
CZE,Czechia,Europe,Theft,Total,2019,392380
CZE,Czechia,Europe,Theft,Total,2020,3429
CZE,Czechia,Europe,Theft,Total,2021,26828
CZE,Czechia,Europe,Theft,Total,2022,716
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2003,59438
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2004,1082478
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2005,182819
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2006,29582
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2007,168203
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2008,7403
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2009,118193
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2010,859978
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2011,1593128
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2012,24178
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2013,86569
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2014,80351
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2015,48508
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2016,899
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2017,21309
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2018,3915
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2019,11481
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2020,61490
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2021,53000
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2022,64470
CZE,Czechia,Europe,Fraud,Total,2013,3285
CZE,Czechia,Europe,Fraud,Total,2014,1001327
CZE,Czechia,Europe,Fraud,Total,2015,713
CZE,Czechia,Europe,Fraud,Total,2016,12250
CZE,Czechia,Europe,Fraud,Total,2017,434
CZE,Czechia,Europe,Fraud,Total,2018,176809
CZE,Czechia,Europe,Fraud,Total,2019,908
CZE,Czechia,Europe,Fraud,Total,2020,162
CZE,Czechia,Europe,Fraud,Total,2021,5996
CZE,Czechia,Europe,Fraud,Total,2022,12833
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2013,10312
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2014,14047
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2015,2556
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2016,62926
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2017,370527
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2018,6528
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2019,4770
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2020,440
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2021,13424
CZE,Czechia,Europe,Fraud: Cyber-related (Cy),Total,2022,233985
CZE,Czechia,Europe,Money laundering,Total,2013,92320
CZE,Czechia,Europe,Money laundering,Total,2014,135047
CZE,Czechia,Europe,Money laundering,Total,2015,1847
CZE,Czechia,Europe,Money laundering,Total,2016,74117
CZE,Czechia,Europe,Money laundering,Total,2017,16526
CZE,Czechia,Europe,Money laundering,Total,2018,166733
CZE,Czechia,Europe,Money laundering,Total,2019,25949
CZE,Czechia,Europe,Money laundering,Total,2020,98833
CZE,Czechia,Europe,Money laundering,Total,2021,15642
CZE,Czechia,Europe,Money laundering,Total,2022,87569
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2014,2703
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2015,100407
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2016,648512
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2017,11695
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2018,7462
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2019,18992
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2020,4698
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2021,17232
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2022,19613
CZE,Czechia,Europe,Unlawful access to a computer system,Total,2023,334286
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2014,3252
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2015,2075
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2016,250529
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2017,202350
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2018,145945
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2019,5217100
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2020,1475
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2021,5809
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2022,4833
CZE,Czechia,Europe,Acts that cause environmental pollution or degradation,Total,2023,333350
CZE,Czechia,Europe,Corruption,Total,2014,1063
CZE,Czechia,Europe,Corruption,Total,2015,627230
CZE,Czechia,Europe,Corruption,Total,2016,115423
CZE,Czechia,Europe,Corruption,Total,2017,2236
CZE,Czechia,Europe,Corruption,Total,2018,227402
CZE,Czechia,Europe,Corruption,Total,2019,33172
CZE,Czechia,Europe,Corruption,Total,2020,1216
CZE,Czechia,Europe,Corruption,Total,2021,3718
CZE,Czechia,Europe,Corruption,Total,2022,89
CZE,Czechia,Europe,Corruption,Total,2023,5621
CZE,Czechia,Europe,Corruption: Bribery,Total,2013,1664078
CZE,Czechia,Europe,Corruption: Bribery,Total,2014,1418
CZE,Czechia,Europe,Corruption: Bribery,Total,2015,735
CZE,Czechia,Europe,Corruption: Bribery,Total,2016,586423
CZE,Czechia,Europe,Corruption: Bribery,Total,2017,132646
CZE,Czechia,Europe,Corruption: Bribery,Total,2018,169141
CZE,Czechia,Europe,Corruption: Bribery,Total,2019,392380
CZE,Czechia,Europe,Corruption: Bribery,Total,2020,31172
CZE,Czechia,Europe,Corruption: Bribery,Total,2021,642
CZE,Czechia,Europe,Corruption: Bribery,Total,2022,59850
CZE,Czechia,Europe,Corruption: Bribery,Total,2023,1025321
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2014,1349
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2015,170043
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2016,27825
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2017,175850
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2018,6804
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2019,122731
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2020,1440130
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2021,23952
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2022,94724
CZE,Czechia,Europe,Corruption: Other acts of corruption,Total,2023,85825
CZE,Czechia,Europe,Smuggling of migrants,Total,2013,43891
CZE,Czechia,Europe,Smuggling of migrants,Total,2014,4369
CZE,Czechia,Europe,Smuggling of migrants,Total,2015,20761
CZE,Czechia,Europe,Smuggling of migrants,Total,2016,11862
CZE,Czechia,Europe,Smuggling of migrants,Total,2017,56967
CZE,Czechia,Europe,Smuggling of migrants,Total,2018,65405
CZE,Czechia,Europe,Smuggling of migrants,Total,2019,152
CZE,Czechia,Europe,Smuggling of migrants,Total,2020,3476
CZE,Czechia,Europe,Smuggling of migrants,Total,2021,51553
CZE,Czechia,Europe,Smuggling of migrants,Total,2022,906552
CZE,Czechia,Europe,Smuggling of migrants,Total,2023,702
CZE,Czechia,Europe,Burglary,Total,2003,14762
CZE,Czechia,Europe,Burglary,Total,2004,474757
CZE,Czechia,Europe,Burglary,Total,2005,13954
CZE,Czechia,Europe,Burglary,Total,2006,21732
CZE,Czechia,Europe,Burglary,Total,2007,390
CZE,Czechia,Europe,Burglary,Total,2008,186957
CZE,Czechia,Europe,Burglary,Total,2009,1913
CZE,Czechia,Europe,Burglary,Total,2010,178
CZE,Czechia,Europe,Burglary,Total,2011,10902
CZE,Czechia,Europe,Burglary,Total,2012,9925
CZE,Czechia,Europe,Burglary,Total,2013,13111
CZE,Czechia,Europe,Burglary,Total,2014,2706
CZE,Czechia,Europe,Burglary,Total,2015,364264
CZE,Czechia,Europe,Burglary,Total,2016,5187
CZE,Czechia,Europe,Burglary,Total,2017,413
CZE,Czechia,Europe,Burglary,Total,2018,8968
CZE,Czechia,Europe,Burglary,Total,2019,233860
CZE,Czechia,Europe,Burglary,Total,2020,94544
CZE,Czechia,Europe,Burglary,Total,2021,148978
CZE,Czechia,Europe,Burglary,Total,2022,100200
CZE,Czechia,Europe,Theft,Total,2003,13219
CZE,Czechia,Europe,Theft,Total,2004,137279
CZE,Czechia,Europe,Theft,Total,2005,102585
CZE,Czechia,Europe,Theft,Total,2006,14517
CZE,Czechia,Europe,Theft,Total,2007,82120
CZE,Czechia,Europe,Theft,Total,2008,2454
CZE,Czechia,Europe,Theft,Total,2009,66801
CZE,Czechia,Europe,Theft,Total,2010,680039
CZE,Czechia,Europe,Theft,Total,2011,10571
CZE,Czechia,Europe,Theft,Total,2012,8749
CZE,Czechia,Europe,Theft,Total,2013,18072
CZE,Czechia,Europe,Theft,Total,2014,4336
CZE,Czechia,Europe,Theft,Total,2015,14796
CZE,Czechia,Europe,Theft,Total,2016,26283
CZE,Czechia,Europe,Theft,Total,2017,329054
CZE,Czechia,Europe,Theft,Total,2018,23371
CZE,Czechia,Europe,Theft,Total,2019,2006
CZE,Czechia,Europe,Theft,Total,2020,216554
CZE,Czechia,Europe,Theft,Total,2021,171648
CZE,Czechia,Europe,Theft,Total,2022,140018
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2003,5086100
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2004,1427
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2005,4831
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2006,3162
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2007,228661
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2008,858
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2009,484671
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2010,84734
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2011,1883
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2012,157085
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2013,27036
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2014,2252
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2015,3669
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2016,67
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2017,3216
CZE,Czechia,Europe,Theft: of a motorized vehicle,Total,2018,1344822
